Date;Town;Articlegroup;CustomerName;CustomerNo;Article;UnitPrice;Quantity;Amount;intArticleRow;intCustomerRow
2010-04-26;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2011-02-27;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2011-07-01;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2011-02-24;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-04-16;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2012-04-26;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2013-12-26;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2013-06-04;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2011-03-25;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2011-01-20;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2013-03-17;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2010-04-30;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2013-06-11;Berlin;Software;LCD Consulting;10001;PC Operating System;89;1;89;7;2
2010-09-21;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2011-09-20;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2011-08-02;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2011-06-26;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-04-16;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2011-06-22;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2011-05-16;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2011-07-13;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2011-03-10;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2013-11-06;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2012-05-27;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2010-09-04;Berlin;Hardware;LCD Consulting;10001;Server CPU 16 Cores;649;1;649;4;2
2011-09-26;Rom;Shipping;Taders Ldt.;10008;Shipping Normal;7,99;1;7,99;9;9
2013-02-28;London;Software;HAL Inc.;10002;WebServer;99,99;1;99,99;12;3
2010-08-05;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2012-06-17;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2011-10-09;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2012-04-18;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2011-09-03;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2012-07-12;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2011-03-30;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-09-13;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2012-03-24;Rom;Software;Taders Ldt.;10008;Office Suite;789;1;789;8;9
2012-06-09;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2010-04-11;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2012-12-22;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2010-04-21;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2011-10-19;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2010-05-19;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2011-05-10;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2010-02-04;Berlin;Software;LCD Consulting;10001;Office Suite;789;1;789;8;2
2011-10-03;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2013-06-13;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2010-03-18;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2011-02-28;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2010-08-06;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2013-10-10;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2012-08-28;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2012-04-23;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2012-08-05;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2012-02-03;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-05-17;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2011-02-06;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2013-09-25;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2012-08-21;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2012-09-20;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2013-04-26;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2012-09-03;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2012-05-29;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2013-12-09;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2012-03-20;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2012-08-16;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2010-04-30;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2010-06-17;Berlin;Software;LCD Consulting;10001;PC Operating System;89;1;89;7;2
2010-09-16;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2010-10-14;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2011-06-04;Paris;Hardware;Webstores Co.;10007;Tablet PC No. 1;499;1;499;3;8
2012-10-21;Rom;Software;Taders Ldt.;10008;WebServer;99,99;1;99,99;12;9
2012-05-15;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2011-07-10;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2010-03-06;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2013-11-04;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2012-10-17;Paris;Hardware;Webstores Co.;10007;PC Mouse USB;9,99;1;9,99;2;8
2013-07-17;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2013-12-27;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-11-18;Rom;Shipping;Taders Ldt.;10008;Shipping until 12h;19,99;1;19,99;11;9
2013-03-05;Rom;Shipping;Taders Ldt.;10008;Shipping Normal;7,99;1;7,99;9;9
2013-09-26;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2012-03-08;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2010-07-04;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2011-04-22;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-07-22;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2013-09-21;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2012-07-14;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-11-04;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2011-08-08;Rom;Hardware;Taders Ldt.;10008;Tablet PC No. 1;499;1;499;3;9
2011-03-02;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2011-12-07;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2011-10-11;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2012-09-16;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2012-07-08;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2013-02-22;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2010-02-05;Berlin;Software;LCD Consulting;10001;WebServer;99,99;1;99,99;12;2
2011-08-08;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2012-07-09;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2011-08-16;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2011-05-17;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-02-05;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2011-06-02;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2010-11-25;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2012-02-10;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2010-01-06;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2012-08-09;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2011-09-11;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2012-06-13;Paris;Software;Webstores Co.;10007;WebServer;99,99;1;99,99;12;8
2012-03-18;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2011-09-08;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2013-11-22;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2010-04-10;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2012-03-13;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2011-03-05;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2011-07-22;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2012-07-20;Rom;Hardware;Taders Ldt.;10008;PC Mouse USB;9,99;1;9,99;2;9
2010-11-17;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2013-10-25;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2012-08-26;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2012-07-28;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2011-11-13;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2012-04-16;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-06-07;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2011-01-18;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2012-09-21;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2012-03-17;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2012-08-17;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2011-08-06;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2013-06-11;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2011-07-22;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2013-11-06;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2011-03-27;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2011-02-02;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2011-09-16;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2013-10-02;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2011-12-16;London;Hardware;HAL Inc.;10002;PC Mouse USB;9,99;1;9,99;2;3
2012-08-11;Rom;Software;Taders Ldt.;10008;Office Suite;789;1;789;8;9
2011-11-05;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2012-02-08;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-07-02;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2011-08-09;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2013-03-12;Dublin;Software;Billing Service Co.;10005;WebServer;99,99;1;99,99;12;6
2011-08-06;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2010-01-11;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2010-09-22;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2012-02-23;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2011-06-12;Paris;Hardware;Webstores Co.;10007;PC Mouse USB;9,99;1;9,99;2;8
2013-06-04;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2011-06-08;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2011-02-29;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2012-06-11;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2012-11-22;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2011-08-07;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2011-06-05;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2013-05-20;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2011-11-22;Berlin;Software;LCD Consulting;10001;PC Operating System;89;1;89;7;2
2013-11-19;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2012-06-14;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2013-11-03;Paris;Software;Webstores Co.;10007;WebServer;99,99;1;99,99;12;8
2010-04-05;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2013-11-27;Paris;Hardware;Webstores Co.;10007;PC Mouse USB;9,99;1;9,99;2;8
2010-10-05;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2010-09-18;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2013-06-24;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2011-08-10;Rom;Shipping;Taders Ldt.;10008;Shipping Normal;7,99;1;7,99;9;9
2011-08-24;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2012-01-18;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-11-05;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2012-10-07;London;Software;HAL Inc.;10002;WebServer;99,99;1;99,99;12;3
2013-06-29;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2012-10-02;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2012-04-14;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-09-02;Rom;Hardware;Taders Ldt.;10008;PC Mouse USB;9,99;1;9,99;2;9
2012-07-06;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2011-10-08;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2011-04-28;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2011-12-22;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2012-11-06;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-05-06;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2013-01-13;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2011-01-15;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-03-08;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2013-06-28;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2012-02-26;Berlin;Shipping;LCD Consulting;10001;Shipping until 12h;19,99;1;19,99;11;2
2011-08-24;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2013-01-15;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2012-08-05;Berlin;Software;LCD Consulting;10001;Office Suite;789;1;789;8;2
2011-03-23;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2012-07-14;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2011-05-07;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2011-03-04;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2010-06-25;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2011-10-07;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2010-06-02;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2010-03-07;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2010-02-02;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-11-20;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-05-25;Berlin;Software;LCD Consulting;10001;WebServer;99,99;1;99,99;12;2
2011-02-09;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-08-17;Rom;Shipping;Taders Ldt.;10008;Shipping Normal;7,99;1;7,99;9;9
2013-02-11;Berlin;Shipping;LCD Consulting;10001;Shipping until 12h;19,99;1;19,99;11;2
2013-03-05;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2011-06-12;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2010-06-13;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2011-05-09;London;Software;HAL Inc.;10002;WebServer;99,99;1;99,99;12;3
2012-10-24;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2013-04-07;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2011-10-08;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2012-06-12;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2012-11-11;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2011-04-23;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2011-03-27;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2013-11-07;Berlin;Software;LCD Consulting;10001;PC Operating System;89;1;89;7;2
2011-02-12;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2011-02-15;Rom;Shipping;Taders Ldt.;10008;Shipping until 12h;19,99;1;19,99;11;9
2012-07-04;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2011-01-22;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2011-11-19;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2013-02-28;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2012-09-09;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2011-03-22;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2012-11-23;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2013-06-25;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2012-01-20;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2012-04-05;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2011-06-20;Rom;Hardware;Taders Ldt.;10008;Tablet PC No. 1;499;1;499;3;9
2011-04-28;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2010-07-05;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2012-04-25;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2012-05-09;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2011-07-11;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2010-07-29;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2012-05-15;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2012-11-04;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2013-09-09;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2011-10-29;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2012-02-17;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2012-12-09;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2010-11-07;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2012-09-24;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2011-07-18;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2012-10-13;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2013-02-10;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2012-09-13;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2010-08-27;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2013-04-03;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2012-08-10;Paris;Hardware;Webstores Co.;10007;Tablet PC No. 1;499;1;499;3;8
2012-07-19;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2012-04-11;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2013-05-25;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2011-03-11;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2011-08-08;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2011-07-02;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2013-09-10;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2012-02-22;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2011-03-09;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2013-05-19;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2012-09-14;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2011-06-17;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-06-22;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2011-03-26;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2012-02-26;Berlin;Hardware;LCD Consulting;10001;Desktop CPU 8 Core;249;1;249;5;2
2012-11-30;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2010-03-21;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2012-02-04;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2010-07-13;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2012-10-05;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2013-02-19;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2011-11-15;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2012-08-26;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2012-07-06;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2011-02-03;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2011-05-16;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2010-02-23;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2010-01-21;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2011-07-21;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2011-11-30;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-07-22;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2012-02-19;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2012-07-29;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2011-02-10;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2012-04-13;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2011-07-29;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2013-07-20;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2011-02-02;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-04-13;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2011-01-01;Berlin;Software;LCD Consulting;10001;Server Operating System ;329;1;329;6;2
2013-04-26;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2011-09-26;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2011-04-18;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
